,index,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
672,673,1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True
673,674,0,2,male,33.0,0,0,0.0,S,Second,man,True,Southampton,no,True
674,675,0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True
675,676,0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True
676,677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True
677,678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False
678,679,1,1,male,36.0,0,1,512.3292,C,First,man,True,Cherbourg,yes,False
679,680,0,3,female,32.0,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True
680,681,1,1,male,27.0,0,0,76.7292,C,First,man,True,Cherbourg,yes,True
681,682,0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True
682,683,0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False
683,684,0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False
684,685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False
685,686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False
686,687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True
687,688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
688,689,1,1,female,15.0,0,1,211.3375,S,First,child,False,Southampton,yes,False
689,690,1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False
690,691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False
691,692,1,3,male,33.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True
692,693,0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
693,694,0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True
694,695,0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True
695,696,0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True
696,697,1,3,female,32.0,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True
697,698,0,1,male,49.0,1,1,110.8833,C,First,man,True,Cherbourg,no,False
698,699,0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True
699,700,1,1,female,18.0,1,0,227.525,C,First,woman,False,Cherbourg,yes,False
700,701,1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True
701,702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False
702,703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True
703,704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False
704,705,0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True
705,706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True
706,707,1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True
707,708,1,1,female,22.0,0,0,151.55,S,First,woman,False,Southampton,yes,True
708,709,1,3,male,33.0,1,1,15.2458,C,Third,man,True,Cherbourg,yes,False
709,710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True
710,711,0,1,male,33.0,0,0,26.55,S,First,man,True,Southampton,no,True
711,712,1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False
712,713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True
713,714,0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True
714,715,0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True
715,716,1,1,female,38.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True
716,717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True
717,718,0,3,male,33.0,0,0,15.5,Q,Third,man,True,Queenstown,no,True
718,719,0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True
719,720,1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False
720,721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False
721,722,0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True
722,723,0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True
723,724,1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False
724,725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
725,726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False
726,727,1,3,female,32.0,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True
727,728,0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False
728,729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False
729,730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,Southampton,yes,True
730,731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True
731,732,0,2,male,33.0,0,0,0.0,S,Second,man,True,Southampton,no,True
732,733,0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True
733,734,0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True
734,735,0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True
735,736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False
736,737,1,1,male,35.0,0,0,512.3292,C,First,man,True,Cherbourg,yes,True
737,738,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
738,739,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
739,740,1,1,male,33.0,0,0,30.0,S,First,man,True,Southampton,yes,True
740,741,0,1,male,36.0,1,0,78.85,S,First,man,True,Southampton,no,False
741,742,1,1,female,21.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False
742,743,0,3,male,24.0,1,0,16.1,S,Third,man,True,Southampton,no,False
743,744,1,3,male,31.0,0,0,7.925,S,Third,man,True,Southampton,yes,True
744,745,0,1,male,70.0,1,1,71.0,S,First,man,True,Southampton,no,False
745,746,0,3,male,16.0,1,1,20.25,S,Third,man,True,Southampton,no,False
746,747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
747,748,0,1,male,19.0,1,0,53.1,S,First,man,True,Southampton,no,False
748,749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
749,750,1,2,female,4.0,1,1,23.0,S,Second,child,False,Southampton,yes,False
750,751,1,3,male,6.0,0,1,12.475,S,Third,child,False,Southampton,yes,False
751,752,0,3,male,33.0,0,0,9.5,S,Third,man,True,Southampton,no,True
752,753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
753,754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False
754,755,1,2,male,0.67,1,1,14.5,S,Second,child,False,Southampton,yes,False
755,756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,Southampton,no,True
756,757,0,2,male,18.0,0,0,11.5,S,Second,man,True,Southampton,no,True
757,758,0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True
758,759,1,1,female,33.0,0,0,86.5,S,First,woman,False,Southampton,yes,True
759,760,0,3,male,33.0,0,0,14.5,S,Third,man,True,Southampton,no,True
760,761,0,3,male,41.0,0,0,7.125,S,Third,man,True,Southampton,no,True
761,762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,Cherbourg,yes,True
762,763,1,1,female,36.0,1,2,120.0,S,First,woman,False,Southampton,yes,False
763,764,0,3,male,16.0,0,0,7.775,S,Third,man,True,Southampton,no,True
764,765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False
765,766,0,1,male,33.0,0,0,39.6,C,First,man,True,Cherbourg,no,True
766,767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Queenstown,no,True
767,768,0,3,male,33.0,1,0,24.15,Q,Third,man,True,Queenstown,no,False
768,769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,Southampton,no,True
769,770,0,3,male,24.0,0,0,9.5,S,Third,man,True,Southampton,no,True
770,771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
771,772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,Southampton,no,True
772,773,0,3,male,33.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True
773,774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,Southampton,yes,False
774,775,0,3,male,18.0,0,0,7.75,S,Third,man,True,Southampton,no,True
775,776,0,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
776,777,1,3,female,5.0,0,0,12.475,S,Third,child,False,Southampton,yes,True
777,778,0,3,male,33.0,0,0,7.7375,Q,Third,man,True,Queenstown,no,True
778,779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,Southampton,yes,False
779,780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,Cherbourg,yes,True
780,781,1,1,female,17.0,1,0,57.0,S,First,woman,False,Southampton,yes,False
781,782,0,1,male,29.0,0,0,30.0,S,First,man,True,Southampton,no,True
782,783,0,3,male,33.0,1,2,23.45,S,Third,man,True,Southampton,no,False
783,784,0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True
784,785,0,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,no,True
785,786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,Southampton,yes,True
786,787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False
787,788,1,3,male,1.0,1,2,20.575,S,Third,child,False,Southampton,yes,False
788,789,0,1,male,46.0,0,0,79.2,C,First,man,True,Cherbourg,no,True
789,790,0,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
790,791,0,2,male,16.0,0,0,26.0,S,Second,man,True,Southampton,no,True
791,792,0,3,female,32.0,8,2,69.55,S,Third,woman,False,Southampton,no,False
792,793,0,1,male,33.0,0,0,30.6958,C,First,man,True,Cherbourg,no,True
793,794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
794,795,0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True
795,796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True
796,797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,Southampton,yes,True
797,798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
798,799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,Southampton,no,False
799,800,0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True
800,801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False
801,802,1,1,male,11.0,1,2,120.0,S,First,child,False,Southampton,yes,False
802,803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,Cherbourg,yes,False
803,804,1,3,male,27.0,0,0,6.975,S,Third,man,True,Southampton,yes,True
804,805,0,3,male,31.0,0,0,7.775,S,Third,man,True,Southampton,no,True
805,806,0,1,male,39.0,0,0,0.0,S,First,man,True,Southampton,no,True
806,807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,Southampton,no,True
807,808,0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True
808,809,1,1,female,33.0,1,0,53.1,S,First,woman,False,Southampton,yes,False
809,810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,Southampton,no,True
810,811,0,3,male,39.0,0,0,24.15,S,Third,man,True,Southampton,no,True
811,812,0,2,male,35.0,0,0,10.5,S,Second,man,True,Southampton,no,True
812,813,0,3,female,6.0,4,2,31.275,S,Third,child,False,Southampton,no,False
813,814,0,3,male,30.5,0,0,8.05,S,Third,man,True,Southampton,no,True
814,815,0,1,male,33.0,0,0,0.0,S,First,man,True,Southampton,no,True
815,816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,Southampton,no,True
816,817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,Cherbourg,no,False
817,818,0,3,male,43.0,0,0,6.45,S,Third,man,True,Southampton,no,True
818,819,0,3,male,10.0,3,2,27.9,S,Third,child,False,Southampton,no,False
819,820,1,1,female,52.0,1,1,93.5,S,First,woman,False,Southampton,yes,False
820,821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,Southampton,yes,True
821,822,0,1,male,38.0,0,0,0.0,S,First,man,True,Southampton,no,True
822,823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,Southampton,yes,False
823,824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False
824,825,0,3,male,33.0,0,0,6.95,Q,Third,man,True,Queenstown,no,True
825,826,0,3,male,33.0,0,0,56.4958,S,Third,man,True,Southampton,no,True
826,827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False
827,828,1,3,male,33.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True
828,830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False
829,831,1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False
830,832,0,3,male,33.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
831,833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True
832,834,0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True
833,835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,Cherbourg,yes,False
834,836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
835,837,0,3,male,33.0,0,0,8.05,S,Third,man,True,Southampton,no,True
836,838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True
837,839,1,1,male,33.0,0,0,29.7,C,First,man,True,Cherbourg,yes,True
838,840,0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True
839,841,0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True
840,842,1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True
841,843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True
842,844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True
843,845,0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True
844,846,0,3,male,33.0,8,2,69.55,S,Third,man,True,Southampton,no,False
845,847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True
846,848,0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False
847,849,1,1,female,32.0,1,0,89.1042,C,First,woman,False,Cherbourg,yes,False
848,850,0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False
849,851,0,3,male,74.0,0,0,7.775,S,Third,man,True,Southampton,no,True
850,852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False
851,853,1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False
852,854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False
853,855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False
854,856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False
855,857,1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True
856,858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False
857,859,0,3,male,33.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True
858,860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False
859,861,0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False
860,862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True
861,863,0,3,female,32.0,8,2,69.55,S,Third,woman,False,Southampton,no,False
862,864,0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True
863,865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True
864,866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False
865,867,0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True
866,868,0,3,male,33.0,0,0,9.5,S,Third,man,True,Southampton,no,True
867,869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False
868,870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
869,871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False
870,872,0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True
871,873,0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True
872,874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False
873,875,1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True
874,876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True
875,877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
876,878,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
877,879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False
878,880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False
879,881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True
880,882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True
881,883,0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True
882,884,0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True
883,885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False
884,886,0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True
885,887,1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True
886,888,0,3,female,32.0,1,2,23.45,S,Third,woman,False,Southampton,no,False
887,889,1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True
888,890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True
